id,text,username,retweets,date
966756178,Watching DVRed SNL w/Sarah Palin . Wife TOTALLY hates it. :),Mark_D_Harris,0,2008-10-20 00:58:29
966755945,"How should I process this info? Palin visits overwhelmingly white towns and declares them the ""real America""? http://is.gd/4l0L",wide_awake,0,2008-10-20 00:58:13
966755811,Rewatching Sarah Palin 's rap on SNL...classic!,BrianVasil,0,2008-10-20 00:58:02
966754418,"his nutt base @karoli : mccain admits Palin was 'cold, calculated political decision' & pleased at how she's mobilized base.",ursulas,0,2008-10-20 00:56:21
966754232,"@thatlady Un-American is burning Obama's garden signs. Palin was pro-secession of Alaska. VEEERY american, huh?",hedeal,0,2008-10-20 00:56:11
966754179,The REAL Palin on SNL - why on earth....http://tinyurl.com/5hwyka,colleenrobb,0,2008-10-20 00:56:07
966753568,@_WilliamE_ I wonder if he'll get scolded by Bristol/ the Palin family...haha he doesn't sound like the most articulate person either,emilyexton,0,2008-10-20 00:55:21
966753433,"@curiousyellow Jewish World Review. Thomas Sowell writes about the real Obama, and endorses McCain/ Palin http://tinyurl.com/55de",larrymwalkerjr,0,2008-10-20 00:55:13
966753406,"john mccain admits Palin was a 'cold, calculated political decision' and pleased at how she's mobilized base. http://tinyurl.com/6ouozf",Karoli,0,2008-10-20 00:55:10
966753366,Did Governor Palin enjoy her Saturday Night Live (SNL) appearance?: Governor Palin talks about her... http://tinyurl.com/5qocxz,greta,0,2008-10-20 00:55:09
966753319,@FishbowlDC But won't the contrast be apparant...and potentially harmful to McCain/ Palin '08?,chrisgolden,0,2008-10-20 00:55:05
966753085,Palin Draws Big Ratings for 'Saturday Night Live': GOP VP pick Sarah Palin 's appearance on 'Saturday N.. http://tinyurl.com/6dhr6g,channelone,0,2008-10-20 00:54:47
966753020,"Among Rock-Ribbed Fans of Palin , Dudes Rule - NYTimes.com: The stoutest defenders of Sarah Palin , th.. http://tinyurl.com/624zcb",TwitLinksRSS,0,2008-10-20 00:54:46
966752357,@mykalcave Go to the Palin Rally! Bring back reports of how deluded and racist her supporters are. You Tube them if you can.,Dangerangel,0,2008-10-20 00:54:01
966752343,"Seriously, this is the funniest thing in YouTube today Sarah Palin remixed (all her bs in a song) http://tinyurl.com/4rbq9o",HyperDF,0,2008-10-20 00:53:59
966751589,Planned Parenthood donations in Palin 's name. http://tinyurl.com/5zabqf,emgollie,0,2008-10-20 00:53:06
966751329,"A. Sullivan: McCain: Palin Was A ""Cold, Political Calculation"": We know so much more abo.. http://tinyurl.com/67rcu3 -HuffNewswire",HuffPostPol,0,2008-10-20 00:52:49
966751328,"A. Sullivan: McCain: Palin Was A ""Cold, Political Calculation"": We know so much more abo.. http://tinyurl.com/67rcu3",HuffNewswire,0,2008-10-20 00:52:49
966751049,"Palin Brings 'Star Power' to SNL: Sarah Plain made an appearance on Saturday Night Live, and&.. http://tinyurl.com/6r5ltt",CommsForCause,0,2008-10-20 00:52:31
966750981,"Palin Brings 'Star Power' to SNL: Sarah Plain made an appearance on Saturday Night Live, and&nbs.. http://tinyurl.com/6r5ltt",rc_national,0,2008-10-20 00:52:27
966750923,"Now that Palin 's done SNL, I'm sure she'll be up for Meet the Prest next week. You betcha!",kdneville,0,2008-10-20 00:52:23
966750914,Palin atrae gran audiencia : El junte entre la candidata a la vicepresidencia y su imitador.. http://tinyurl.com/5alml6,ElNuevoDia,0,2008-10-20 00:52:22
966750744,Democrat women think Palin has put the woman's movement behind and is shameful. Republican women think she's fantastic for women.,Mediamum,0,2008-10-20 00:52:08
966750270,"@FishbowlDC "" Palin 's impressive SNL gig""? Hardly.",melodymuses,0,2008-10-20 00:51:39
966750210,Just watched the Sarah Palin Rap vid By Saturday night live funny :),diorgirl17,0,2008-10-20 00:51:34
966749967,"@thatlady @ricksanchezcnn did a report on AIP and Palin , then McCain threatened to SUE CNN http://tinyurl.com/4m35c7 McCain is an idiot.",Dangerangel,0,2008-10-20 00:51:19
966749808,"In Pigeon Forge, I should've commissioned an airbrush shirt depicting Palin , riding a dinosaur, fighting Obama controlling a giant robot.",1bartley,0,2008-10-20 00:51:03
966749594,"Palin on SNL - opening was lame, but enjoyed the Weekend Update song; Palin , herself, was not memorable",berliner,0,2008-10-20 00:50:53
966749141,"Teacher stopped by, wanted to know who I'll vote for/if it's Palin . No one believes I'm undecided. True though. Also, I vote for P not VP.",tcharles,0,2008-10-20 00:50:19
966748845,I'm with Obama. I can keep working for 2 more weeks if it prevents McCain/ Palin for 4 years.,kdneville,0,2008-10-20 00:50:02
966748568,Palin is not VP material like I said.,Jacki62,0,2008-10-20 00:49:44
966748316,Why is no one bringing to light the fact that Palin agreed with the vision of the successionist party in Alaska?,thatlady,0,2008-10-20 00:49:29
966747860,"Palin 's cameo on SNL was kinda lame. I don't think Palin can really laugh at herself. On second playback, it seemed even more painful.",mmunz,0,2008-10-20 00:48:56
966747799,"VP candidate Palin introduces 'Ed the Dairyman': Joe the Plumber, meet Ed the Dairyman. http://tinyurl.com/66dtal",islandpacket,0,2008-10-20 00:48:55
966747502,[Blog Vent] Video: Sarah Palin On SNL! http://tinyurl.com/63pbmz,Darnell,0,2008-10-20 00:48:30
966747482,"The question is, did it make her look more presidential? It helped SNL much more than it helped McCain/ Palin .",dbrenner23,0,2008-10-20 00:48:30
966747014,snackfeed found http://snfd.tv/nrn Update: Palin Rap,snackfeedme,0,2008-10-20 00:48:05
966746952,"@myklroventine Nope, IMHO it could easily have been the McCain/ Palin camp that proposed it to SNL! And they'd have approved every word.",Mediamum,0,2008-10-20 00:47:59
966746914,we're watching http://snfd.tv/ns2 McCain casts himself as the ‘underdog’ -Oct. 19: Sarah Palin ’s appearance on “Saturday Night Li...,snackfeedbuzz,0,2008-10-20 00:47:52
966746796,"Palin was in Roswell, NM today. Unfortunately, no aliens abducted her back to her home planet.",mangoblossom,0,2008-10-20 00:47:48
966746649,larrymwalkerjr you are lied to with McCain and Palin ...by the way you think Palin is PV material ?,Jacki62,0,2008-10-20 00:47:41
966746454,can't stop watching Amy Poehler do the Palin Rap. http://tinyurl.com/5dzrpt,tannarmstrong,0,2008-10-20 00:47:28
966746440,watching snl palin clips :),pwakeman,0,2008-10-20 00:47:24
966746180,"Todd Palin thinks our core values are fishing and hunting, two things I have never done nor intend to do. what happened to family & country?",Karoli,0,2008-10-20 00:47:05
966744801,"Cheryl Palin , taking questions from the Average Joes: http://tinyurl.com/582t9x",CherylHarrison,0,2008-10-20 00:45:35
966744640,The local democratic15th ward Committee woman of the City of St. Louis received 200 more votes than Palin did in her run for Mayor.,bonniebluedenim,0,2008-10-20 00:45:24
966744160,"@seventenths I am a Palin supporter and yes I am interested in facts, alliances, and past track records.",larrymwalkerjr,0,2008-10-20 00:44:53
966743972,viendo SNL y sale palin jejejeje,carloslaso,0,2008-10-20 00:44:37
