id,text,username,retweets,date
264517243025641472,Leadership: Why You Should Re-elect President Obama : [...] http:// bit.ly/RBCQJx,rocrockett,0,2012-11-02 23:59:59
264517242396495872,"I love Christmas lights. They remind me of Obama voters.They all hang together; half don't work; and the ones that do, aren't that bright.",jjauthor,34,2012-11-02 23:59:59
264517240668450816,RT @jeffreyfeldman : 538 now has Obama 's chance of winning at 81%--enjoy your evening... http:// fivethirtyeight.blogs.nytimes.com,Laurustina,0,2012-11-02 23:59:59
264517240525832192,What Do I Tell My Black Child If Obama Loses? - Larry Elder - Page 1 http:// townhall.com/columnists/lar ryelder/2012/11/01/what_do_i_tell_my_black_child_if_obama_loses … via @townhallcom,vincedorsett1,0,2012-11-02 23:59:59
264517235559768064,"Miley Cyrus for Obama , Lindsay Lohan for Romney: What does it all mean? http:// fb.me/1IX9NYd6V",TopStoryPR,0,2012-11-02 23:59:58
264517235077439488,Might Mitt Romney snatch Pennsylvania from President Obama ? (+video) - Christian Science Monitor http:// goo.gl/ayxAm,Rise_of_Romney,0,2012-11-02 23:59:57
264517233756209153,"@jpodhoretz HA! Today in a robo call it was almost that mangled! Marco Polo will be at rally in Aventura/ Temple Sunday. Oy vey, Obama !",everSoTweetly4u,0,2012-11-02 23:59:57
264517232296607744,@UncleRUSH hey sir how u doing ? please follow me i'm here to support Obama and i'm with all black people thats what at least i can do :),PaceAaliyah,0,2012-11-02 23:59:57
264517229016645632,#Obama / #Biden #Obama / #Biden #Obama / #Biden #Obama / #Biden #Obama / #Biden #Obama / #Biden #Obama / #Biden #Obama / #Biden !!,JimmyBear2,0,2012-11-02 23:59:56
264517229004083201,Better be Obama . .,REALniggaTYLER,0,2012-11-02 23:59:56
264517227565436931,Headline @USATODAY : Polls: Obama ahead in swing states http:// usat.ly/QZHPFU,Leslie_Stark23,0,2012-11-02 23:59:56
264517225313099776,"The Washington Post editorial board didn't just endorse Obama , it called @MittRomney 's campaign an",linerl0,0,2012-11-02 23:59:55
264517223274643456,"Vote Early - Vote #Obama - Vote Democrat, Ticket Wide! When You See The (D), Check It & Forget It!! #Obama2012 #ObamaNation",Jayda_Diamonde,2,2012-11-02 23:59:55
264517222838444032,"@iansomerhalder just wanna say that if i could, i'd totally vote for obama as president. but i'm from germany *eternal crying*",smolderhalderXx,0,2012-11-02 23:59:55
264517219579469825,Obama hits Vegas with Eva Longoria while Sandy victims Dumpster-dive in NYC http:// bit.ly/RziNxa via @TwitchyTeam,MICK_A_PATRIOT,0,2012-11-02 23:59:54
264517218811904000,At grocery store 2nite saw old guy telling store employee that Obama bowing to foreign leaders makes us weak - not sure what started that..,KatLadyNE,0,2012-11-02 23:59:54
264517214617600001,OBAMA will forever me my president fuck that romney bitch and his 2nd house !,__ImTweeting,0,2012-11-02 23:59:53
264517213543858177,"Video: Hurricane Sandy may benefit President: When Hurricane Sandy struck, President Obama departed from his rol... http:// nbcnews.to/YgIkiS",stevemirer,0,2012-11-02 23:59:52
264517212793094145,@IDFrabbi That's a good statement. President Obama is fighting to win. But we want it to be an honest election.,2ysur2ysub,0,2012-11-02 23:59:52
264517212516261888,"""WHY""mr Obama : ‘Some of the Businesses We Encourage Will Fail’ | http:// CNSNews.com http:// shar.es/cVfDM via @sharethis",RexroatMike,0,2012-11-02 23:59:52
264517211425759232,"Barack Obama , Harry Reid & the Democrat Senate are absolutely ruining this Country! Huge mistake to elect them. HUGE!",Steve_Lorke,0,2012-11-02 23:59:52
264517210200997888,"Hey Wisconsin, please make Paul Ryan a 2time loser. Thanks #Obama /Biden #election2012",WellehPyne,0,2012-11-02 23:59:52
264517207164342272,Is Obama purging generals & Admirals that are pro America to replace them w/ones that are pro Obama ? He just fired two over Benghazi. #tcot,RockTheGoodAg,16,2012-11-02 23:59:51
264517206929453058,"@MittRomney RT @JeffersonObama : WOW RT @Salon : Haaretz makes endorsement: "" Obama is good for Israel"" http:// po.st/RYq6kX",firefire100,0,2012-11-02 23:59:51
264517204932972544,"“ @theoldcfo : Christie signs exec order prohibiting ""costly deductables. I own $ TRV who does he think he is? Obama ? #BS",ScottVanEpps,0,2012-11-02 23:59:50
264517200713506818,@DavidLimbaugh I believe #obama called it a one term proposition.,jimheinzman,0,2012-11-02 23:59:49
264517200017240065,"Just a reminder of the Obama rally today, in someone's basement. RT @edhenryTV : President takes the stage http:// instagr.am/p/Rh_QTaKa9g/",bluecrabseat,0,2012-11-02 23:59:49
264517198121426944,"Well according to the scientific and scholarly analysis on cracked, Obama 's got the election in the bag.",thelittlepakeha,0,2012-11-02 23:59:49
264517192853356546,Photoset: memewhore: sandandglass: Chris Christie does a u-turn on Obama .  Kudos to him for being willing to... http:// tmblr.co/ZwOGPyWU0C9a,Montoya182,0,2012-11-02 23:59:47
264517190286467073,@simonhelberg Obama is no better lol,Badunch,0,2012-11-02 23:59:47
264517189804101633,Say wah now? @MayaAngelouFro RT @MsJoseline I'm staying down the street from President Obama Tomorrow!!! Ima go Stock his ass,nea524,0,2012-11-02 23:59:47
264517185295233026,"el que la estrategia de Romney no sea otra que echar abajo todo lo que hace Obama , hace que me produzca una desconfianza bárbara",Paolacr,0,2012-11-02 23:59:46
264517184854827009,@JossWhedonFans ZOMNEY vs ZOMBANA - The Video Battle Begins! VIDEO http:// ow.ly/eZbSX #obama #zombies #romney #zomnie RT!,MothCityInsider,0,2012-11-02 23:59:46
264517184607367168,Obama ’s Dismal Record: One last Look before the Election – Patriot Update: http:// patriotupdate.com/articles/obama s-dismal-record-one-last-look-before-the-election#.UJReZcNSdAY.twitter …,JeryLynW,0,2012-11-02 23:59:45
264517184171171840,"YOU MEAN STALK, SHENELLICA. "" @MsJoseline : I'm staying down the street from President Obama Tomorrow!!! Ima go Stock his ass""",xojmt,0,2012-11-02 23:59:45
264517183089037312,"Barone: Going out on a limb: Romney beats Obama , handily http:// bit.ly/Ps5Qa8#.UJRbqa CRhKx.twitter … via @DCExaminer <<< THINK BARONE'S RIGHT! #RomneyRyan2012",ConcrndConsvMom,0,2012-11-02 23:59:45
264517182581514240,I love Obama .,EilidhMShaw,0,2012-11-02 23:59:45
264517182493450242,@Vene28 She's spent at least a week trying to make Obama look bad over the Benghazi consulate deal.,terry_coats,0,2012-11-02 23:59:45
264517179670667264,"Barack Obama : ""Vote. Voting is the best revenge."" Okay, as vengeance on your horrible leadership and policies... I'm voting for Mitt Romney.",RepubGrlProbs,176,2012-11-02 23:59:44
264517179326738433,"Right.... "" @MsJoseline : OBAMA FOR PRESIDENTE""",brandondarasta,1,2012-11-02 23:59:44
264517177888079873,"Barone: Going out on a limb: Romney beats Obama , handily http:// bit.ly/Ps5Qa8#.UJRdV7 foLV4.twitter … via @DCExaminer",mstrbass2000,0,2012-11-02 23:59:44
264517177883897857,@ClatisC Probably he'll vote for Obama .,TigerloveC,0,2012-11-02 23:59:44
264517177850355712,Why is it that Bill Nelson isn't proud that he supported Obama in all is bright ideas! All he can do is demean his opponent!!,wagagolfer,0,2012-11-02 23:59:44
264517177334439937,"Obama Killed Bin Laden, Got Most Of Our Troops Back Home, Gave Us Better Health-Care... What Else Y'all Hoes Want Him To Do! FREE BOOSIE?",KoxKoxWorld,0,2012-11-02 23:59:44
264517175572824064,"@hgparson Heidi, #Obama : 7 Lies In 2 Minutes http:// tinyurl.com/6t6fouc http:// tinyurl.com/3k2rwvg http:// tinyurl.com/7l7m94q http:// tinyurl.com/85txr6m",CLANSON,0,2012-11-02 23:59:43
264517175451193344,""" @SheswantstheD : ❒ Obama ❒ Romney Your Yoga Pants, Gave me Yogurt pants"" @Anna_Laue11",haileyeteska18,0,2012-11-02 23:59:43
264517173370830849,Barack Obama Is Running the Silliest Campaign Ever (Members Only) http://www. pjtv.com/s/GEYTAMBX via @PJTV,jhjulian1956,0,2012-11-02 23:59:43
264517171189776384,""" @DntBeThatGuy : Registers to vote... Obama . #DontBeThatGuy """,BroahBrosby,0,2012-11-02 23:59:42
264517171131056128,Famosos que apoyan a Obama http://www. telemundo51.com/entretenimient o/fotos/Los-famosos-que-apoyan-a-Obama-presidente-elecciones-paulina-rubio-alejandro-sanz-lady-gaga-eva-longoria-antonio-banderas-ricky-martin--159906795.html …,AinoaSouza1,0,2012-11-02 23:59:42
264517169759543296,Ashley Judd: Why I Support President Obama - OFA North Carolina: http:// youtu.be/SbxKViKZP6w via @youtube,marcylauren,4,2012-11-02 23:59:42
264517168467689472,*sigh* “@Bossed_Up_VVS: ........ RT @MsJoseline : I'm staying down the street from President Obama Tomorrow!!! Ima go Stock his ass”,PinkFreak4L,0,2012-11-02 23:59:42
264517167528148993,Obama Presided Over 4.8 Million Abortions During His Presidency http://www. lifenews.com/2012/11/01/oba ma-presided-over-4-8-million-abortions-during-his-presidency/ … via @StevenErtelt,jerry_lingle,0,2012-11-02 23:59:41
264517166521536512,let's go team obama we gotta win this shit,swaggamurfin,0,2012-11-02 23:59:41
264517164466335746,"Los latinoamericanos prefieren la reelección de Barack Obama , según estudio http:// unvrso.ec/00049AF",LadyAlexandraOk,0,2012-11-02 23:59:41
264517164399218689,Damn let me stand for something! #Obama ?,God_of_Atlas,0,2012-11-02 23:59:41
264517164378251265,@erinburnett Did you just tell Obama campaign spokesman that you are tired of hearing FACTS! GTFofft.v,whatyouwanttono,0,2012-11-02 23:59:41
264517162159439872,My first time voting! Obama all the way. Feels good to be a voice & to make a difference. http:// instagr.am/p/Ri-PQ-KBzD/,BRETSEARS,0,2012-11-02 23:59:40
264517160481722368,U gon' do what? - RT @MsJoseline : I'm staying down the street from President Obama Tomorrow!!! Ima go Stock his ass,Listen2Kevin,0,2012-11-02 23:59:40
